"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"5161","CIBO E VINO","2418","BROADWAY",10024,"Italian"
"5162","THE MAZE","32","W 32ND ST",10001,"Korean"
"5163","TASTY GREENS","644","LEXINGTON AVE",10022,"American"
"5164","DUNKIN' DONUTS","4353","BROADWAY",10033,"Donuts"
"5165","PINKS","242","E 10TH ST",10003,"American"
"5166","CHOP'T","120","WEST   56 STREET",10019,"Salads"
"5167","JO JO","160","EAST   64 STREET",10065,"French"
"5168","THE YORK SOCIAL","1529","YORK AVE",10028,"American"
"5169","THAIS NEW YORK","1718","2ND AVE",10128,"Thai"
"5170","FLEX MUSSELS","174","EAST   82 STREET",10028,"American"
"5171","& PIZZA","740","BROADWAY",10003,"Pizza"
"5172","The Empire Rooftop","44","W 63RD ST",10023,"American"
"5173","TEXAS STAR SNACK BAR","741","ST NICHOLAS AVENUE",10031,"American"
"5174","WOODSTOCK GENERAL COFFEE & SUNDRIES","205","10TH AVE",10011,"Caf̩/Coffee/Tea"
"5175","FLIP SIGI","1752","2ND AVE",10128,"Filipino"
"5176","MCDONALD'S","686","6TH AVE",10010,"American"
"5177","NANZAN POKE","240","CANAL ST",10013,"Japanese"
"5178","STARBUCKS COFFEE","74","7TH AVE",10011,"Caf̩/Coffee/Tea"
"5179","CAFE MOGADOR","101","ST MARKS PLACE",10009,"Moroccan"
"5180","BUGIS STREET","145","WEST 44 STREET",10036,"American"
"5181","JOHN DOE BAR & KITCHEN","253","5TH AVE",10016,"American"
"5182","TIMES SQUARE DINER & GRILL","807","8TH AVE",10019,"American"
"5183","CHILLHOUSE","149","ESSEX ST",10002,"Caf̩/Coffee/Tea"
"5184","GALLI RESTAURANT","45","MERCER STREET",10013,"Italian"
"5185","ULYSSES","91","PEARL STREET",10004,"American"
"5186","CHLOE'S SOFT SERVE FRUIT CO.","25","EAST   17 STREET",10003,"Ice Cream, Gelato, Yogurt, Ices"
"5187","TENG DRAGON","2260","1ST AVE",10035,"Chinese"
"5188","STARBUCKS","1449","2 AVENUE",10021,"Caf̩/Coffee/Tea"
"5189","HILTON GARDEN INN","6","WATER ST",10004,"American"
"5190","FAT BLACK PUSSY CAT","130","WEST    3 STREET",10012,"American"
"5191","SARGE'S","548","3 AVENUE",10016,"Delicatessen"
"5192","12 STREET ALE HOUSE","192","2 AVENUE",10003,"American"
"5193","ATOBOY","43","E 28TH ST",10016,"Asian"
"5194","GINZA","800","LEXINGTON AVE",10065,"Japanese"
"5195","ARS NOVA THEATER","511","WEST   54 STREET",10019,"American"
"5196","CAFFE NAPOLI","191","HESTER STREET",10013,"Italian"
"5197","DALLAS BBQ","261","8 AVENUE",10011,"Barbecue"
"5198","MICKEY SPILLANE'S HELL'S KITCHEN NYC","350","WEST   49 STREET",10019,"American"
"5199","RICO CHIMI","111","DYCKMAN ST",10040,"Spanish"
"5200","CASABLANCA GRILL","1132","1ST AVE",10065,"Moroccan"
"5201","BRAVO PIZZA","257","PARK AVE S",10010,"Seafood"
"5202","STARBUCKS COFFEE #29939","771","BROADWAY",10003,"Caf̩/Coffee/Tea"
"5203","CHOP'T","666","3 AVENUE",10017,"Salads"
"5204","PARIS BAGUETTE","567","7TH AVENUE",10018,"Bakery"
"5205","ATLANTIC GRILL WEST","49","WEST   64 STREET",10023,"American"
"5206","NY BRAT FACTORY","933","AMSTERDAM AVE",10025,"Jewish/Kosher"
"5207","KING FOOD","489","AMSTERDAM AVENUE",10024,"Chinese"
"5208","O'FLANAGAN'S","1215","1 AVENUE",10065,"American"
"5209","LA POSADA MEXICAN FOOD","364","3RD AVE",10016,"Mexican"
"5210","DANCING CRANE EXPRESS (Arsenal)","830","5 AVENUE",10065,"Caf̩/Coffee/Tea"
"5211","388 CAFE & DELI","43103","ELDRIDGE STREET",10002,"Chinese"
"5212","WENDY'S","85","NASSAU ST",10038,"American"
"5213","THAI SLIDERS & CO. LLC","108","JOHN ST",10038,"Thai"
"5214","EL POTE ESPANOL","718","2 AVENUE",10016,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5215","ROTISSERIE GEORGETTE","14","E 60TH ST",10022,"American"
"5216","NOTARO RESTAURANT","635","SECOND AVENUE",10016,"Italian"
"5217","3 SHEETS SALOON","134","WEST    3 STREET",10012,"American"
"5218","SALUD","107","THOMPSON ST",10012,"Juice, Smoothies, Fruit Salads"
"5219","SUSHI TIME","821","2ND AVE",10017,"Japanese"
"5220","LE PAIN QUOTIDIEN","1006","1ST AVE",10022,"French"
"5221","LUCIEN RESTAURAUNT","14","1 AVENUE",10009,"French"
"5222","PIETROS","232","EAST   43 STREET",10017,"Italian"
"5223","33 Gourmet","157","WEST   33 STREET",10001,"Delicatessen"
"5224","WAFELS & DINGES","41","W 40TH ST",10018,"Bakery"
"5225","MAIN NOODLE HOUSE","1011","6TH AVE",10018,"Chinese"
"5226","NEW YORK DOLLS","59","MURRAY STREET",10007,"American"
"5227","FRAME GOURMET EATERY","424","WEST   33 STREET",10001,"American"
"5228","LADUREE SOHO","398","W BROADWAY",10012,"French"
"5229","SIMPLY DIVINE AT THE JCC","334","AMSTERDAM AVENUE",10023,"Jewish/Kosher"
"5230","KUNGFU KITCHEN 805","805","8TH AVE",10019,"Chinese"
"5231","KIKU SUSHI","235","9TH AVE",10001,"Japanese"
"5232","CROSS CULTURE CHICKEN","62","E 116TH ST",10029,"African"
"5233","CHIPOTLE MEXICAN GRILL","906","3RD AVE",10022,"Tex-Mex"
"5234","NAPLES 45 RESTAURANT","200","PARK AVENUE",10003,"Italian"
"5235","EL VEZ","259","VESEY ST",10282,"Mexican"
"5236","SUBWAY","1","IRVING PLACE",10003,"Sandwiches"
"5237","KARE THAI","752","10 AVENUE",10019,"Thai"
"5238","LENZ'S","514","E 20TH ST",10009,"American"
"5239","CHIPOTLE MEXICAN GRILL","2843","BROADWAY",10025,"Mexican"
"5240","CHIPILO ITALIAN SANDWICH SHOP","48","MULBERRY ST",10013,"American"
"5241","K'OOK","324","E 6TH ST",10003,"Korean"
"5242","Bustan","487","AMSTERDAM AVENUE",10024,"Italian"
"5243","BAEKJEONG","319","5TH AVE",10016,"Korean"
"5244","BY CHLOE","240","LAFAYETTE ST",10012,"Vegetarian"
"5245","PAUL & JIMMY'S RESTAURANT","123","EAST   18 STREET",10003,"Italian"
"5246","FLATIRON GREEN CAFE","0","FLATIRON PUBLIC PLAZA S.",10010,"American"
"5247","ABUMI SUSHI","207","E 26TH ST",10010,"Japanese"
"5248","PIKINE AFRICAN RESTAURANT","243","W 116TH ST",10026,"African"
"5249","READY TO EAT","525","HUDSON STREET",10014,"American"
"5250","BAREBURGER","313","W 57TH ST",10019,"American"
"5251","LA ESQUINA ''THE CORNER''","106","KENMARE STREET",10012,"Mexican"
"5252","MAISON KAYSER","8","W 40TH ST",10018,"Bakery"
"5253","STOP809","537","W 207TH ST",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5254","GENESIS BAR & RESTAURANT","1708","2 AVENUE",10128,"Irish"
"5255","GOTHAM CAFE (INSIDE THE WATSON HOTEL)","440","WEST   57 STREET",10019,"American"
"5256","New Wok Express","2133","3RD AVE",10035,"Chinese"
"5257","SUBWAY","371","3 AVENUE",10016,"Sandwiches"
"5258","MAMAGYRO","165","E 106TH ST",10029,"Greek"
"5259","BROADHURST THEATER","235 WEST","44th Street",10036,"American"
"5260","MOCA BAR & LOUNGE","2210","8 AVENUE",10026,"American"
"5261","KISMAT INDIAN CUISINE","603","FORT WASHINGTON AVENUE",10040,"Indian"
"5262","METRO GRILL","45","WEST   35 STREET",10001,"American"
"5263","MR. DONAHUES","203","MOTT ST",10012,"American"
"5264","SESSANTA","60","THOMPSON ST",10012,"American"
"5265","TONY'S PIZZA PASTA & GYRO","4771","BROADWAY",10034,"Pizza"
"5266","YO! SUSHI","23","W 23RD ST",10010,"Japanese"
"5267","MICHAEL'S","24","WEST   55 STREET",10019,"American"
"5268","NICE MATIN","201","WEST   79 STREET",10024,"American"
"5269","LA PIZZA FRESCA","31","EAST   20 STREET",10003,"Italian"
"5270","SHALEL","65","WEST   70 STREET",10023,"Mediterranean"
"5271","ELIO'S FINE FOODS","20","MAIDEN LN",10038,"Italian"
"5272","CHINA SUN","1270A","ST NICHOLAS AVE",10033,"Chinese"
"5273","SPICE SYMPHONY","150","E 50TH ST",10022,"Indian"
"5274","THE PHO 2","273","8TH AVE",10011,"Asian"
"5275","GREEN CAFE","1324","LEXINGTON AVENUE",10128,"American"
"5276","REFINERY ROOFTOP","63","WEST 38TH STREET",10018,"American"
"5277","GREENWICH VILLAGE COMEDY CLUB","99","MACDOUGAL STREET",10012,"American"
"5278","HAYMAKER BAR & KITCHEN","252","W 29TH ST",10001,"American"
"5279","SUBWAY","156","WEST   29 STREET",10001,"Sandwiches"
"5280","HARBS","1374","3RD AVE",10075,"Japanese"
"5281","ACQUA","718","AMSTERDAM AVENUE",10025,"Italian"
"5282","VILLAGE FRIED CHICKEN","1739","AMSTERDAM AVE",10031,"Chicken"
"5283","Sugar Fish","33","E 20TH ST",10003,"Japanese"
"5284","THE ORGANIC GRILL","123","1 AVENUE",10003,"Vegetarian"
"5285","UP COFFEE","2950","BROADWAY",10027,"American"
"5286","OLIVE'S","191","PRINCE ST",10012,"Sandwiches"
"5287","GROUND CENTRAL COFFEE COMPANY","888","8TH AVE",10019,"Caf̩/Coffee/Tea"
"5288","YAKINIKU GEN","250","EAST   52 STREET",10022,"Japanese"
"5289","BIERSTRASSE","701","W 133RD ST",10027,"German"
"5290","STARBUCKS","45","EAST   51 STREET",10022,"Caf̩/Coffee/Tea"
"5291","RUDY'S BAR & Grill","627","9 AVENUE",10036,"American"
"5292","KAEDE SUSHI","90","CHAMBERS ST",10007,"Japanese"
"5293","LE PAIN QUOTIDIEN","70","WEST   40 STREET",10018,"Sandwiches/Salads/Mixed Buffet"
"5294","TEVERE 84","155","EAST   84 STREET",10028,"Jewish/Kosher"
"5295","CHALAIT","375","HUDSON ST",10014,"Caf̩/Coffee/Tea"
"5296","TASTY MUG CAFE","1798","3RD AVE",10029,"Caf̩/Coffee/Tea"
"5297","15 EAST RESTAURANT","15","EAST   15 STREET",10003,"Japanese"
"5298","RUBY TUESDAY","7","TIMES SQUARE TOWER",10036,"American"
"5299","FISH & SHRIMP RESTAURANT SPOT","2089","AMSTERDAM AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5300","BODRUM","584","AMSTERDAM AVENUE",10024,"Mediterranean"
"5301","DONOHUE'S STEAK HOUSE","845","LEXINGTON AVENUE",10065,"Steak"
"5302","TURNMILL","119","EAST 27 STREET",10016,"Irish"
"5303","SWEET LIFE PASTRY","3887","BROADWAY",10032,"Bakery"
"5304","STARBUCKS","229","SEVENTH AVENUE",10011,"Caf̩/Coffee/Tea"
"5305","POKETOWN","177","HESTER ST",10013,"Asian"
"5306","VALHALLA","815","9 AVENUE",10019,"American"
"5307","LUMPIA SHCK","50","GREENWICH AVENUE",10011,"Filipino"
"5308","BAGEL EXPRESS11","1228","2ND AVE",10065,"Bagels/Pretzels"
"5309","GREGORYS COFFEE","58","W 44TH ST",10036,"Caf̩/Coffee/Tea"
"5310","BLACK BURGER/ ROLL N GO PIZZA","362","BROADWAY",10013,"Hamburgers"
"5311","GEORGIO'S PIZZERIA","20","BEAVER STREET",10004,"Pizza"
"5312","IRVING FARM COFFEE ROASTERS","135","E 50TH ST",10022,"Caf̩/Coffee/Tea"
"5313","MINAMOTO KITCHOAN","4","WORLD TRADE CENTER",10007,"Japanese"
"5314","HUA XIA RESTAURANT","49","DIVISION ST",10002,"Chinese"
"5315","XI'AN FAMOUS FOODS","24","W. 45TH ST",10036,"Chinese"
"5316","RAJ MAHAL INDIAN RESTAURANT","322","EAST    6 STREET",10003,"Indian"
"5317","BONGO","395","WEST STREET",10014,"American"
"5318","THE BOIL","139","CHRYSTIE STREET",10002,"Seafood"
"5319","GREGORY'S COFFEE","100","WALL ST",10005,"Caf̩/Coffee/Tea"
"5320","BREAD & BUTTER","303","5TH AVE",10016,"Korean"
"5321","GLAZE TERIYAKI GRILL","139","4 AVENUE",10003,"Japanese"
"5322","KATRA","217","BOWERY",10002,"Creole"
"5323","BAR COASTAL","1495","1 AVENUE",10075,"American"
"5324","OUR PLACE CHINA CHALET","242","EAST   79 STREET",10075,"Chinese"
"5325","EAST VILLAGE CAFE","212","AVENUE B",10009,"American"
"5326","CHAI WALI","274","LENOX AVE",10027,"Indian"
"5327","CHEN WONG RESTAURANT","197","MADISON STREET",10002,"Chinese"
"5328","VIVI BUBBLE TEA","30","3RD AVE",10003,"Caf̩/Coffee/Tea"
"5329","PICCOLO ANGOLO","621","HUDSON STREET",10014,"Italian"
"5330","BABY GRAND","161","LAFAYETTE STREET",10013,"American"
"5331","FINE BAKERY CITY INC","303","GRAND ST",10002,"Bakery"
"5332","MCDONALD'S","237987","ADAM CLAYTON POWELL BOULEVARD",10030,"Hamburgers"
"5333","MIKE'S COFFEE AND DELI","44","E 32ND ST",10016,"Caf̩/Coffee/Tea"
"5334","RATTLE N HUM WEST","585","8TH AVE",10018,"American"
"5335","MAX FISH","120","ORCHARD ST",10002,"American"
"5336","TFOR","14","BEDFORD STREET",10014,"Italian"
"5337","BLUE BOTTLE COFFEE","60","E 42ND ST",10165,"Caf̩/Coffee/Tea"
"5338","L'FONDA","2023","AMSTERDAM AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5339","E.A.K. RAMEN","469","6TH AVE",10011,"Japanese"
"5340","BENNYS BURRITOS","111113","GREENWICH AVENUE",10014,"Tex-Mex"
"5341","SUSHI SASABUNE NEW YORK","401","EAST   73 STREET",10021,"Japanese"
"5342","JUNIPER","237","W 35TH ST",10001,"American"
"5343","LUNA ROSSA","347","EAST   85 STREET",10028,"Italian"
"5344","HARU","176","8TH AVE",10011,"Japanese"
"5345","MORGAN LIBRARY","29","EAST   36 STREET",10016,"American"
"5346","STARBUCKS","685","3 AVENUE",10017,"Caf̩/Coffee/Tea"
"5347","STARBUCKS","770","8 AVENUE",10036,"Caf̩/Coffee/Tea"
"5348","RED LOBSTER","261","W 125TH ST",10027,"Seafood"
"5349","GRACE WOK CHINESE","2014","2ND AVENUE",10029,"Chinese"
"5350","BUBBLE TEA & CREPES","251","5TH AVE",10016,"Asian"
"5351","MAMA'S BAR","3234","AVENUE B",10009,"American"
"5352","DUNKIN' DONUTS","1248","LEXINGTON AVENUE",10028,"Donuts"
"5353","SATIN DOLLS","689","8TH AVE",10036,"American"
"5354","LALO","104","BAYARD ST",10013,"Californian"
"5355","CAFE UN DEUX TROIS","123","WEST   44 STREET",10036,"French"
"5356","COFFEE & CRUMBS","330","WEST 38TH STREET",10018,"American"
"5357","LAS AMERICAS BAKERY","3362","BROADWAY",10031,"Bakery"
"5358","VILLAGE VANGUARD","178","7 AVENUE SOUTH",10014,"American"
"5359","WALDORF ASTORIA NYC-SIR HARRY'S","301","PARK AVE",10022,"American"
"5360","FUNNY BBQ","98","BOWERY",10013,"Chinese"
"5361","THE MILL","75","VARICK ST",10013,"Soups & Sandwiches"
"5362","LAFAYETTE","380","LAFAYETTE STREET",10003,"French"
"5363","CHA CHAN TANG","45","MOTT STREET",10013,"Chinese"
"5364","MIMI CHENG'S DUMPLINGS","179","2ND AVE",10003,"Chinese"
"5365","MILL KOREAN RESTAURANT","2895","BROADWAY",10025,"Korean"
"5366","BRGR","287","7 AVENUE",10001,"American"
"5367","MI NIDITO","789","9 AVENUE",10019,"Mexican"
"5368","ROSA MEXICANA","61","COLUMBUS AVENUE",10023,"Mexican"
"5369","DER KRUNG","860","9 AVENUE",10019,"Thai"
"5370","KIDVILLE NY","163","EAST   84 STREET",10028,"Sandwiches"
"5371","LIDO","2168","FREDERICK DOUGLAS BOULEVARD",10026,"Italian"
"5372","DIMES","49","CANAL ST",10002,"American"
"5373","3 GUYS","1381","MADISON AVENUE",10029,"American"
"5374","ARTE CAFE","106","WEST   73 STREET",10023,"Italian"
"5375","BAGEL BELLY","114","3RD AVE",10003,"Bagels/Pretzels"
"5376","SERENGETI KITCHEN","22","E 125TH ST",10035,"African"
"5377","BRISAS DEL MAR SEAFOOD MARKET","1785-1787","LEXINGTON AVENUE",10029,"Seafood"
"5378","HIBACHI EXPRESS","4","CORTLANDT ST",10007,"Asian"
"5379","SOTTO 13","140","WEST   13 STREET",10011,"Italian"
"5380","WESTVILLE","333","HUDSON ST",10013,"American"
"5381","PITA EXPRESS","15","ANN ST",10038,"Jewish/Kosher"
"5382","FLEX MUSSELS","154","WEST   13 STREET",10011,"Seafood"
"5383","BOBWHITE COUNTER.","94","AVENUE C",10009,"Soul Food"
"5384","THE BAR ROOM","117","E 60TH ST",10022,"American"
"5385","THE POKESPOT","120","4TH AVE",10003,"Asian"
"5386","LENWICH","202","W 40TH ST",10018,"Sandwiches/Salads/Mixed Buffet"
"5387","MANNA HOUSE","125","MOTT STREET",10013,"Bakery"
"5388","LA MELA RESTAURANT","167","MULBERRY STREET",10013,"Italian"
"5389","HOUSE OF SEAFOOD EXPRESS","429","LENOX AVE",10037,"Seafood"
"5390","PARIS BAGUETTE","303","PARK AVE S",10010,"Bakery"
"5391","MUSCLE MAKER GRILL","70","7TH AVE",10011,"American"
"5392","HOMEWOOD SUITES BY HILTON NEW YORK MIDTOWN MANHATTAN TIMES SQUARE","312","W 37TH ST",10018,"American"
"5393","DUNKIN' DONUTS","398","AUDUBON AVE",10033,"Donuts"
"5394","KINGS CARRIAGE HOUSE","251","EAST   82 STREET",10028,"American"
"5395","SO GO CAFE","37B","ALLEN STREET",10002,"Chinese"
"5396","ISOHAMA","1666","3 AVENUE",10128,"Japanese"
"5397","NOM WAH KUAI","265","CANAL ST",10013,"Chinese"
"5398","ON THE ROCKS","696","10 AVENUE",10019,"American"
"5399","MYWAYCUP COFFEE","102","EAST 23 STREET",10010,"Caf̩/Coffee/Tea"
"5400","THAI @ LEX","1244","LEXINGTON AVE",10028,"Thai"
"5401","OLD JOHN'S LUNCHEONETTE","148","WEST   67 STREET",10023,"American"
"5402","JALAN 31","133","E 31ST ST",10016,"Asian"
"5403","CHOCOLAT","2217","FREDERICK DOUGLASS BOULEVARD",10026,"American"
"5404","HOLIDAY INN EXPRESS - MANHATTAN","232","WEST   29 STREET",10001,"American"
"5405","CIPRIANI","55","WALL STREET",10005,"American"
"5406","NICOLA'S RESTAURANT","146","EAST   84 STREET",10028,"Italian"
"5407","ELLEN'S STARDUST DINER","1650","BROADWAY",10019,"American"
"5408","SABOR TROPICAL","143","SHERMAN AVE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5409","XIAN FAMOUS FOODS","2675","BROADWAY",10025,"Chinese"
"5410","CAFE 2","11","W 53RD ST",10019,"American"
"5411","TAURO RESTAURANT","284","HUDSON STREET",10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5412","CHECKERS","291","SAINT NICHOLAS AVE",10027,"Hamburgers"
"5413","CAFE GRUMPY","20","STONE ST",10004,"Caf̩/Coffee/Tea"
"5414","JEFFERIES CAFE (5th Floor)","520","MADISON AVE",10022,"American"
"5415","GASTRONOMIE 491","491","COLUMBUS AVENUE",10024,"Delicatessen"
"5416","BISTRO VENDOME","405","EAST   58 STREET",10022,"French"
"5417","BLACK AND WHITE","86","EAST 10 STREET",10003,"American"
"5418","EMMETT O'LUNNEY'S IRISH PUB","210","WEST   50 STREET",10019,"Irish"
"5419","LEA WINE BAR","230","PARK AVENUE",10003,"American"
"5420","SUBWAY","4227","BROADWAY",10033,"Sandwiches"
"5421","DOS CAMINOS","373","PARK AVENUE SOUTH",10016,"Mexican"
"5422","PAX","966","6 AVENUE",10018,"American"
"5423","LA TOULOUSAINE BOULANGERIE PATISSERIE CAFE","942","AMSTERDAM AVENUE",10025,"Bakery"
"5424","BETWEEN THE BREAD","20A","E 40TH ST",10016,"American"
"5425","B CAFE","240","EAST   75 STREET",10021,"American"
"5426","KAWA SUSHI 8 AVENUE","24","8 AVENUE",10014,"Japanese"
"5427","EMILY","35","DOWNING ST",10014,"American"
"5428","LITTLE SHEEP MONGOLIAN HOT POT","105","BOWERY",10002,"Asian"
"5429","BAR PRIMA","331","E 81ST ST",10028,"American"
"5430","TAVERN ON THE GREEN","0","67th Street and Central Park West",10023,"American"
"5431","PRET A MANGER","319","BROADWAY",10007,"American"
"5432","UNIVERSITY CENTER CAFE","65","5TH AVE",10003,"American"
"5433","EXCLUSIVE PIZZA","810","WEST  181 STREET",10033,"Pizza"
"5434","NEW YORK BAGELS & DELI","587","FIRST AVENUE",10016,"Bagels/Pretzels"
"5435","BLUE NOTE JAZZ","131","WEST    3 STREET",10012,"American"
"5436","LIBATION","137","LUDLOW STREET",10002,"American"
"5437","SPORTS CENTER CAFE","0","CHELSEA PIERS",10011,"Caf̩/Coffee/Tea"
"5438","EL RANCHO LOS COMPADRES","110","SHERMAN AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5439","PIERRE LOTI CAFE & WINE BAR","258","WEST 15 STREET",10011,"Turkish"
"5440","INWOOD GOURMET","95","COOPER ST",10034,"Greek"
"5441","REMI FLOWER & COFFEE","906","2ND AVE",10017,"Caf̩/Coffee/Tea"
"5442","PARM","248","MULBERRY STREET",10012,"Italian"
"5443","ALICE'S TEA CUP","220","EAST   81 STREET",10028,"American"
"5444","LA DIAGONAL","185","SAINT NICHOLAS AVE",10026,"Mexican"
"5445","NAM SON RESTAURANT","245","GRAND STREET",10002,"Asian"
"5446","STARBUCKS","142","WEST   57 STREET",10019,"Caf̩/Coffee/Tea"
"5447","FORTY CARROTS","504","BROADWAY",10012,"Caf̩/Coffee/Tea"
"5448","CHELSEA BAGEL & CAFE","139","WEST   14 STREET",10011,"American"
"5449","KASHKAVAL GARDEN","852","9 AVENUE",10019,"Mediterranean"
"5450","ANDRE'S HUNGARIAN STRUDEL S & PASTRIES","1049","1 AVENUE",10022,"Bakery"
"5451","TANG'S GARDEN","1328","3RD AVE",10021,"Chinese"
"5452","FINANCIER PATISSERIE","1211","6 AVENUE",10036,"Bakery"
"5453","BEA","403","W 43RD STREET",10036,"American"
"5454","MURRAY HILL DINER","222","LEXINGTON AVENUE",10016,"American"
"5455","LUPULO","835","6TH AVE",10001,"Portuguese"
"5456","TURNTABLE CHICKEN JAZZ","20","W 33RD ST",10001,"Korean"
"5457","MULINO A VINO","337","W 14TH ST",10014,"Italian"
"5458","CURRY KING","942","COLUMBUS AVENUE",10025,"Pakistani"
"5459","MOMOKAWA","1466","1ST AVE",10075,"Japanese"
"5460","BALI KITCHEN","128","E 4TH ST",10003,"Indonesian"
"5461","SMILER'S DELI","532","MADISON AVENUE",10022,"Delicatessen"
"5462","PAX","80","WEST   40 STREET",10018,"American"
"5463","AZUSA OF JAPAN","3","EAST   44 STREET",10017,"Japanese"
"5464","LE TURTLE","177","CHRYSTIE ST",10002,"American"
"5465","SPACE BILLARD","34","W 32ND ST",10001,"Korean"
"5466","THE PANDERING PIG","209","PINEHURST AVE",10033,"French"
"5467","EL ORIGINAL","735","10TH AVE",10019,"Tex-Mex"
"5468","COLUMBUS CITIZENS FOUNDATION","8","EAST   69 STREET",10021,"Italian"
"5469","CREPERIE","135","LUDLOW STREET",10002,"French"
"5470","AREPPAS","954","3RD AVE",10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5471","CALLE DAO","38","W 39TH ST",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5472","BANSHEE PUB","1373","FIRST AVENUE",10021,"Irish"
"5473","HEIDELBERG RESTAURANT","1648","2 AVENUE",10028,"German"
"5474","VESELKA RESTAURANT","144","SECOND AVENUE",10003,"Polish"
"5475","BILL'S BAR & BURGER ROCKEFELLER CENTER","45","ROCKEFELLER CENTER",10020,"American"
"5476","TASTY HAND-PULLED NOODLES","1","DOYERS STREET",10013,"Chinese"
"5477","CASA MEXICANA","898","AMSTERDAM AVE",10025,"Mexican"
"5478","BRIGADEIRO BAKERY","156","SULLIVAN ST",10012,"Bakery"
"5479","GROTTA AZZURRA","177","MULBERRY STREET",10013,"Italian"
"5480","SUBWAY","37","7 AVENUE",10011,"Sandwiches"
"5481","ELI'S TABLE","1411","3 AVENUE",10028,"American"
"5482","EMPIRE STEAKHOUSE","237","W 54TH ST",10019,"Steak"
"5483","TEXAS CHICKEN & BURGERS","151","E 103RD ST",10029,"Chicken"
"5484","DUNKIN' DONUTS","19","RECTOR STREET",10006,"Donuts"
"5485","AU BON PAIN","462","1 AVENUE",10016,"American"
"5486","TRIBECA TREATS","94","READE STREET",10013,"Bakery"
"5487","CATCH","21-27","9 AVENUE",10014,"Seafood"
"5488","KOSUSHI","1329","2ND AVE",10021,"Japanese"
"5489","CANTEEN CAFE","125","BARCLAY STREET",10007,"American"
"5490","KIOSKU","211","EAST 43 STREET",10017,"Caf̩/Coffee/Tea"
"5491","COMIC STRIP","1568","2 AVENUE",10028,"American"
"5492","PAPRIKA KOSHER RESTAURANT","56","E 34TH ST",10016,"Jewish/Kosher"
"5493","TY'S","114","CHRISTOPHER STREET",10014,"American"
"5494","CITY CINEMAS 123","1001","3 AVENUE",10022,"American"
"5495","LEGEND","127","W 72 ST",10023,"Chinese"
"5496","DONG'S GREAT WOK GARDEN II","1631","LEXINGTON AVE",10029,"Chinese"
"5497","HURLEY'S SALOON","232","WEST   48 STREET",10036,"Irish"
"5498","ZIBETTO ESPRESSO BAR","1","PARK AVE",10016,"Caf̩/Coffee/Tea"
"5499","16 HANDLES","1569","2 AVENUE",10028,"Ice Cream, Gelato, Yogurt, Ices"
"5500","TRENTA-TRE PIZZERIA","171","MADISON AVE",10016,"Pizza"
"5501","PRET A MANGER","400","PARK AVE S",10016,"Sandwiches/Salads/Mixed Buffet"
"5502","TJ'S COFFEE WORLD","228","CANAL ST",10013,"Caf̩/Coffee/Tea"
"5503","TU SONRISA","132","AUDUBON AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"5504","DUNKIN DONUTS","381","CANAL ST",10013,"Caf̩/Coffee/Tea"
"5505","RUUMY'S TAVERN","310","W 53RD ST",10019,"American"
"5506","JOE & THE JUICE","161","PRINCE ST",10012,"Caf̩/Coffee/Tea"
"5507","NOLLETTI","550","MADISON AVE",10022,"Caf̩/Coffee/Tea"
"5508","PLOWSHARES COFFEE","2730","BROADWAY",10025,"Caf̩/Coffee/Tea"
"5509","TASTY GARDEN","518","E 6TH ST",10009,"Asian"
"5510","SAO MAI VIETNAMESE CUISINE","203","1 AVENUE",10003,"Vietnamese/Cambodian/Malaysia"
"5511","FASSST CAFE (SECOND STAGE THEATRE)","305","WEST 43 STREET",10036,"American"
"5512","THE ATTIC","790","8TH AVE",10019,"American"
"5513","EL JOBITO RESTAURANT","1579","ST NICHOLAS AVENUE",10040,"Spanish"
"5514","TAZ CAFE","54","PINE STREET",10005,"American"
"5515","LAN LARB","637","2ND AVE",10016,"Thai"
"5516","TOLOACHE MEXICAN BISTRO","251","WEST   50 STREET",10019,"Mexican"
"5517","PS 450","450","PARK AVENUE SOUTH",10016,"American"
"5518","JUICE GENERATION","109","EAST 23RD STREET",10010,"Juice, Smoothies, Fruit Salads"
"5519","MCDONALD'S","444","LENOX AVENUE",10037,"American"
"5520","BOBA GUYS","23","CLINTON ST",10002,"Other"
"5521","CASK BAR & KITCHEN","167","EAST   33 STREET",10016,"American"
"5522","MCDONALD'S","26","E 23RD ST",10010,"American"
"5523","YAMATO RAMEN & IZAKYA","542","3RD AVE",10016,"Japanese"
"5524","ALIBI LOUNGE","2376","A C POWELL BLVD",10030,"American"
