"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"2768","GNOCCO","337","EAST   10 STREET",10009,"Italian"
"2769","HARRY'S ITALIAN","2","GOLD STREET",10038,"Italian"
"2770","DECHERT (THE DECH)","1095","AVENUE OF THE AMERICAS",10036,"American"
"2771","CHOZA TAQUERIA","66","MADISON AVENUE",10016,"Mexican"
"2772","AKIMOTO SUSHI","187","CHURCH STREET",10007,"Japanese"
"2773","DUNKIN' DONUTS","130","CHURCH STREET",10007,"Donuts"
"2774","NEW KAM LAI","708","AMSTERDAM AVE",10025,"Chinese"
"2775","FRIARS NATIONAL ASSOC.","57","EAST   55 STREET",10022,"American"
"2776","MERCHANTS NY","112","7 AVENUE",10011,"American"
"2777","PUBLIC FARE","0","BRYANT PARK AT 42 ST AND 5TH AVE",10018,"American"
"2778","OFF THE GRID PUB & GRUB","547","W 142ND ST",10031,"Spanish"
"2779","TROPICAL SPANISH RESTAURANT","3771","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2780","HING WON","48","W 48TH ST",10036,"Chinese"
"2781","FRATELLI'S MARKET PLACE","0","WARDS ISLAND/2FL",10057,"American"
"2782","DENNY'S","150","NASSAU ST",10038,"American"
"2783","HOT POT UNDER DE' TREE","2839","FREDERICK DOUGLAS BOULEVARD",10039,"Caribbean"
"2784","SHINBASHI RESTAURANT","85","1ST AVE",10003,"Japanese"
"2785","NAKAMURA","172","DELANCEY ST",10002,"Japanese"
"2786","LE PAIN QUOTIDIEN","1131","MADISON AVENUE",10028,"Bakery"
"2787","FIDDLESTICKS","5456","GREENWICH AVENUE",10011,"American"
"2788","RESTAURANTE LA LIBERTAD","3764","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2789","LA BERGAMOTE","177","9 AVENUE",10011,"French"
"2790","RARE VIEW ROOFTOP","152","WEST   26 STREET",10001,"American"
"2791","THE BLACK SHEEP","583","3 AVENUE",10016,"Irish"
"2792","THE OLIVE GARDEN ITALIAN RESTAURANT","100","W 125TH ST",10027,"Italian"
"2793","ALPHANSO'S PIZZERIA","525","GRAND ST",10002,"Pizza"
"2794","THE CROOKED KNIFE","232","WEST   14 STREET",10011,"American"
"2795","FARINELLA","1132","LEXINGTON AVENUE",10075,"Pizza"
"2796","AWADH","2588","BROADWAY",10025,"Indian"
"2797","MAZAAR","137","ESSEX ST",10002,"Middle Eastern"
"2798","FORLINIS RESTAURANT","93","BAXTER STREET",10013,"Italian"
"2799","EAST BROADWAY RESTAURANT","94","EAST BROADWAY",10002,"Chinese"
"2800","FASHION STYLE DELI","255","W 36TH ST",10018,"Delicatessen"
"2801","MERMAID OYSTER BAR","79","MACDOUGAL STREET",10012,"Seafood"
"2802","CITY PERK","15","PENN PLAZA",10001,"Caf̩/Coffee/Tea"
"2803","THE MEATBALL SHOP","64","GREENWICH AVENUE",10011,"American"
"2804","JOY CURRY & TANDOOR","32","WEST   39 STREET",10018,"Indian"
"2805","BAR SIX","502","6 AVENUE",10011,"French"
"2806","SANCTUARY T","337","WEST BROADWAY",10013,"American"
"2807","KENNEDY FRIED CHICKEN","108","W 145TH ST",10039,"American"
"2808","EL CHEVERE CUCHIFRITOS","2000","3 AVENUE",10029,"Spanish"
"2809","SZECHUAN GOURMET","21","WEST   39 STREET",10018,"Chinese"
"2810","FLASH FACTORY","229","W 28TH ST",10001,"American"
"2811","GABRIEL KREUTHER","37","W 42ND ST",10036,"French"
"2812","LECHONERA LA ISLA","254","E 125TH ST",10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2813","DELUXE GREEN BO","66","BAYARD ST",10013,"Chinese"
"2814","CAFE 23","919","3RD AVE",10022,"American"
"2815","SUBWAY","228","WEST HOUSTON STREET",10014,"Sandwiches"
"2816","THE GRISLY PEAR","107","MACDOUGAL STREET",10012,"American"
"2817","ALCALA RESTAURANT","246","EAST   44 STREET",10017,"Spanish"
"2818","SINIGUAL RESTAURANT","150","East 42nd Street",10017,"Mexican"
"2819","CREPES ON COLUMBUS","990","COLUMBUS AVENUE",10025,"French"
"2820","BISTRO 61","1113","1 AVENUE",10065,"French"
"2821","SWEET MAMA'S SOUL FOOD","689","LENOX AVENUE",10037,"Soul Food"
"2822","COOL FRESH JUICE BAR","2661","BROADWAY",10025,"Juice, Smoothies, Fruit Salads"
"2823","BROOKDALE","455","NORTH END AVENUE",10282,"American"
"2824","DAVID'S CAFE","110","SAINT MARKS PL",10009,"French"
"2825","EL PASO TAQUERIA","64","EAST   97 STREET",10029,"Mexican"
"2826","KING","18","KING ST",10014,"French"
"2827","EL COCOTERO","228","W 18TH ST",10011,"Spanish"
"2828","TAZA CAFE AND DELI","350","PARK AVENUE SOUTH",10010,"American"
"2829","RIKO","409","8TH AVE",10001,"Peruvian"
"2830","BREAD & BUTTER","14","E 44TH ST",10017,"American"
"2831","ASELLINA RISTORANTE","420","PARK AVENUE SOUTH",10016,"Italian"
"2832","BE JUICE","93","3RD AVE",10003,"Juice, Smoothies, Fruit Salads"
"2833","SANDWICH HOUSE ITALIAN RESTAURANT","17","ANN STREET",10038,"Sandwiches"
"2834","TAL BAGELS","2446","BROADWAY",10024,"American"
"2835","OH TAISHO","9","ST MARKS PLACE",10003,"Japanese"
"2836","ANN INC CAFE","7","TIMES SQ",10036,"American"
"2837","ACP COFFEE","2286","7TH AVE",10030,"Caf̩/Coffee/Tea"
"2838","BLUESTONE LANE","2","E 90TH ST",10128,"American"
"2839","MORGAN STANLEY EMPLOYEE CAFETERIA","1","NEW YORK PLAZA",10004,"American"
"2840","THE DRAFT HOUSE","3473","BROADWAY",10031,"Pizza/Italian"
"2841","IM STAR CAFE","19","DIVISION STREET",10002,"Chinese"
"2842","DUNKIN' DONUTS","316","WEST   34 STREET",10001,"Donuts"
"2843","SILO CAFE","31","EAST   32 STREET",10016,"American"
"2844","DITCH PLAINS","29","BEDFORD STREET",10014,"Continental"
"2845","DUNKIN' DONUTS","215","1 AVENUE",10003,"Donuts"
"2846","ROUTE 66 CAFE","858","9 AVENUE",10019,"American"
"2847","AMERICAN CUT","363","GREENWICH STREET",10013,"Steak"
"2848","THE STOREHOUSE","69","WEST 23 STREET",10010,"American"
"2849","BITE OF HONG KONG","81","CHRYSTIE ST",10002,"Chinese"
"2850","GRITO MEXICAN GRILL","1555","ST NICHOLAS AVENUE",10040,"Mexican"
"2851","BABY BRASA","129","ALLEN ST",10002,"Peruvian"
"2852",NA,"17","S WILLIAM ST",10004,"Other"
"2853","NU SUSHI","76","PEARL STREET",10004,"Japanese"
"2854","POURING RIBBONS","225","AVENUE B",10009,"American"
"2855","SUBWAY","321","AMSTERDAM AVE",10023,"Sandwiches"
"2856","AUGUST GATHERINGS","266","CANAL ST",10013,"Chinese"
"2857","OOKI SUSHI","1575","3 AVENUE",10128,"Japanese"
"2858","GUACAMOLE","768","AMSTERDAM AVE",10025,"Spanish"
"2859","STARBUCKS","111","WORTH STREET",10013,"Caf̩/Coffee/Tea"
"2860","POPEYES LOUISIANA KITCHEN","601","WEST  191 STREET",10040,"Chicken"
"2861","TOTTO RAMEN","366","WEST   52 STREET",10019,"Japanese"
"2862","RAY'S PIZZA","1827","2 AVENUE",10128,"Pizza"
"2863","LOUNGE 247 I M O K","247","ELDRIDGE STREET",10002,"American"
"2864","DUNKIN' DONUTS","1416","ST NICHOLAS AVENUE",10033,"Donuts"
"2865","COSMIC DINER","888","8 AVENUE",10019,"American"
"2866","THE MANCHESTER DINER","2800","BROADWAY",10025,"American"
"2867","ANGEL CANDY STORE","634","WEST  207 STREET",10034,"American"
"2868","GIMME COFFEE","228","MOTT STREET",10012,"Caf̩/Coffee/Tea"
"2869","NISH NUSH","88","READE STREET",10013,"Middle Eastern"
"2870","MAMA'S FRIED CHICKEN","2158","8 AVENUE",10026,"Chicken"
"2871","FUSION HK BAR-GRILL","688","10 AVENUE",10019,"Indian"
"2872","GRUPPO","98","AVENUE B",10009,"Pizza/Italian"
"2873","CLAW DADDY'S","185","ORCHARD ST",10002,"Seafood"
"2874","MID WINTER KITCHEN","327","2ND AVE",10003,"American"
"2875","STARBUCKS","1642","3 AVENUE",10128,"Caf̩/Coffee/Tea"
"2876","STARBUCKS","130","FULTON STREET",10038,"Caf̩/Coffee/Tea"
"2877","MARCHA COCINA BAR","4055","BROADWAY",10032,"American"
"2878","IL GNOCCHI RESTAURANT","118","EAST  116 STREET",10029,"Mexican"
"2879","LA BONNE SOUPE BISTRO","48","WEST   55 STREET",10019,"French"
"2880","DOMINO'S","205","ALLEN ST",10002,"Pizza"
"2881","GROUNDED","28","JANE STREET",10014,"Caf̩/Coffee/Tea"
"2882","MAMA TINA'S PIZZA","2649","FRDERICK DOUGLASS BOULEVARD",10030,"Pizza"
"2883","LA TERRAZA RESTAURANT","3881","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2884","AU BON PAIN","125","WEST   55 STREET",10019,"Sandwiches/Salads/Mixed Buffet"
"2885","KRUST PIZZA","226","E 14TH ST",10003,"Pizza"
"2886","SUBWAY","367","W 34TH ST",10001,"Sandwiches"
"2887","PLAYA BOWLS","108","MACDOUGAL ST",10012,"Juice, Smoothies, Fruit Salads"
"2888","FRED'S at BARNEYS NEW YORK","161","W 16TH ST",10011,"American"
"2889","ERIN MCKERRA'S BAKERY","248","BROOME ST",10002,"Bakery"
"2890","FRESH FROM HELL","326","W 47TH ST",10036,"Juice, Smoothies, Fruit Salads"
"2891","VIVA","65","SHERMAN AVENUE",10040,"Tapas"
"2892","NEW IVOIRE","76","EAST  119 STREET",10035,"African"
"2893","HUNAN DELIGHT","1467","YORK AVE",10075,"Asian"
"2894","MANNA'S SOUL FOOD RESTAURANT","486","LENOX AVE",10037,"Soul Food"
"2895","PERCY'S PIZZA","190","BLEEKER STREET",10012,"Pizza"
"2896","NEW TU DO RESTAURANT","102","BOWERY",10013,"Vietnamese/Cambodian/Malaysia"
"2897","GUY & GALLARD","120","EAST   34 STREET",10016,"American"
"2898","GRAND SICHUAN EASTERN","1049","2 AVENUE",10022,"Chinese"
"2899","NEW VALENTINO MARKET","74","5 AVENUE",10011,"American"
"2900","PRONTO PIZZA","62","WEST   48 STREET",10036,"Pizza"
"2901","CAFE SELECT","212","LAFAYETTE STREET",10012,"Eastern European"
"2902","RICK'S CAFE","147","WEST   43 STREET",10036,"American"
"2903","LITTLE CANAL","26","CANAL ST",10002,"American"
"2904","JACQUES TORRES ICE CREAM","89","E 42 ST",10017,"Ice Cream, Gelato, Yogurt, Ices"
"2905","MAXWELLS CHOPHOUSE NY","1182","BROADWAY",10001,"American"
"2906","My Belly's Playlist","89","WASHINGTON ST",10006,"American"
"2907","NUM PANG SANDWICH SHOP","75","9 AVE",10011,"Vietnamese/Cambodian/Malaysia"
"2908","TERESA'S GOURMET","51","WEST   51 STREET",10019,"American"
"2909","SUNBURST ESPRESSO BAR","206","3 AVENUE",10003,"American"
"2910","ONE WORLD OBSERVATORY","1","WORLD TRADE CTR",10007,"American"
"2911","ISOLA","994","COLUMBUS AVENUE",10025,"Italian"
"2912","SUFFOLK ARMS","269","E HOUSTON ST",10002,"American"
"2913","FUEL GRILL","112","W 38TH ST",10018,"American"
"2914","BILL'S NEW YORK CITY","57","E 54TH ST",10022,"American"
"2915","MEME","607","10TH AVE",10036,"Mediterranean"
"2916","NEW MANDARIN COURT","61","MOTT STREET",10013,"Chinese"
"2917","DELIGHT WONG RESTAURANT","300","GRAND ST",10002,"Chinese"
"2918","MODERN GOURMET","793","BROADWAY",10003,"American"
"2919","HELEN MILLS EVENT SPACE AND THEATER","135","WEST   26 STREET",10001,"American"
"2920","MCDONALD'S","2049","BROADWAY",10023,"Hamburgers"
"2921","118 KITCHEN","1","E 118TH ST",10029,"Tex-Mex"
"2922","THE LATE LATE","159","E HOUSTON ST",10002,"American"
"2923","ABACKY POTLUCK","253","W 26TH ST",10001,"Asian"
"2924","AMC THEATRES","1992","BROADWAY",10023,"American"
"2925","HUDSON VIEW RESTAURANT","770","WEST  181 STREET",10033,"American"
"2926","JUKAI","237","EAST   53 STREET",10022,"Japanese"
"2927","SUN BAKERY","83","ESSEX STREET",10002,"Bakery"
"2928","THE HANDPULLED NOODLE","3600","BROADWAY",10031,"Asian"
"2929","MAYAHUEL","304","EAST    6 STREET",10003,"Mexican"
"2930","TODD ENGLISH FOOD HALL","768","5TH AVE",10019,"English"
"2931","RAMEN THUKPA","70","7 AVENUE SOUTH",10014,"Asian"
"2932","DA CAPO","1392","MADISON AVE",10029,"Caf̩/Coffee/Tea"
"2933","DUNKIN' DONUTS, BASKIN ROBBINS","610","10 AVENUE",10036,"Donuts"
"2934","GEMMA","4","EAST    3 STREET",10003,"Italian"
"2935","CORNER CAFE AND BAKERY","1645-1651","THIRD AVENUE",10128,"American"
"2936","CAFFE BENE","596","3RD AVE",10016,"Caf̩/Coffee/Tea"
"2937","LE REVE","125","E 54 ST",10022,"Middle Eastern"
"2938","SPOT DESSERT BAR","5","SAINT MARKS PL",10003,"Asian"
"2939","VIAND CAFE","2130","BROADWAY",10023,"American"
"2940","POTBELLY SANDWICH WORKS","280","BROADWAY",10007,"Sandwiches/Salads/Mixed Buffet"
"2941","J R SUSHI","86A","W BROADWAY",10007,"Japanese"
"2942","NEW WING WAH BAKERY","246","GRAND STREET",10002,"Bakery"
"2943","CAFE DE NOVO","94.5","GREENWICH ST",10006,"American"
"2944","PETEE'S PIE","61","DELANCEY ST",10002,"American"
"2945","NEW GOLDEN EMPIRE CHINESE RESTAURANT","757","SAINT NICHOLAS AVE",10031,"Chinese"
"2946","EFFY'S KITCHEN","1567","LEXINGTON AVE",10029,"American"
"2947","LENOX HILL GRILL/PIZZA","1105","LEXINGTON AVENUE",10075,"American"
"2948","HUMMUS KITCHEN","444","3RD AVE",10016,"Jewish/Kosher"
"2949","WAYSIDE","139","E 12TH ST",10003,"American"
"2950","TAQUERIA DIANA","524","9TH AVE",10018,"Mexican"
"2951","THE SHAKESPEARE","24","E 39TH ST",10016,"Eastern European"
"2952","THINK COFFEE","568","6TH AVE",10011,"Caf̩/Coffee/Tea"
"2953","L'AILE OU LA CUISSE (L'A.O.C)","314","BLEECKER ST",10014,"French"
"2954","DEAN & DELUCA","156","WEST   56 STREET",10019,"Caf̩/Coffee/Tea"
"2955","VINNIE'S PIZZERIA","1603","2ND AVE",10028,"Pizza"
"2956","BINGBOX SNOW CREAM","125","2ND AVE",10003,"Ice Cream, Gelato, Yogurt, Ices"
"2957","FOODBELLA","3","E 53RD ST",10022,"American"
"2958","EMPELLON AL PASTOR","132","SAINT MARKS PL",10009,"Tex-Mex"
"2959","PAPA JOHNS PIZZA","210","1ST AVE",10009,"Pizza"
"2960","WESTVILLE","173","AVENUE A",10009,"American"
"2961","NUEVO SABOR RESTAURANT","4032","10 AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2962","FOOD FAIR DELI & PIZZA","433","W 34TH ST",10001,"Delicatessen"
"2963","JOHN'S PIZZERIA","278","BLEECKER STREET",10014,"Pizza/Italian"
"2964","SARITA'S MAC & CHEESE","197","1ST AVE",10003,"American"
"2965","CAFE CENTRO","200","PARK AVENUE",10017,"French"
"2966","GOURMET NEW YORK MARKET PLACE","680","8 AVENUE",10036,"Delicatessen"
"2967","STEAK 'N SHAKE","1695","BROADWAY",10019,"Hamburgers"
"2968","BLENHEIM","283","WEST 12 STTREET",10014,"American"
"2969","THAI @ LEX","1244","LEXINGTON AVENUE",10028,"Thai"
"2970","BALZEM","202","MOTT ST",10012,"Mediterranean"
"2971","PER LEI","1347","2 AVENUE",10021,"Italian"
"2972","HUDSON BAR","353","WEST   57 STREET",10019,"American"
"2973","DUNKIN' DONUTS","243","9 AVENUE",10001,"Donuts"
"2974","PENELOPE","157159","LEXINGTON AVENUE",10016,"American"
"2975","REDEMPTION","1003","2 AVENUE",10022,"American"
"2976","TRI DIM SHANGHAI","1378","3RD AVE",10075,"Chinese"
"2977","QUEEN SHEEBA RESTAURANT","317","WEST 141 STREET",10030,"Middle Eastern"
"2978","STARBUCKS","50","LEXINGTON AVE",10010,"Caf̩/Coffee/Tea"
"2979","HARRINGTON'S BAR & GRILL","370","7 AVENUE",10001,"American"
"2980","THE WORLD BAR","845","UNITED NATIONS PLAZA",10017,"American"
"2981","RA @ Y & R","3","COLUMBUS CIRCLE",10019,"American"
"2982","GO BELIEVE BAKERY","239","GRAND ST",10002,"Chinese"
"2983","COMMUNITY FOOD AND JUICE","2893","BROADWAY",10025,"American"
"2984","NEW TACO EXPRESS","130","EAST 28 STREET",10016,"Tex-Mex"
"2985","WEST END HALL BEER GARDEN","2756","BROADWAY",10025,"American"
"2986","RESIDENCE INN TIMES SQUARE","1033","6 AVENUE",10018,"American"
"2987","SANT AMBROEUS CAFE AT SOTHEBY'S","1334","YORK AVE",10021,"American"
"2988","CACIO & PEPE","182","2 AVENUE",10003,"Italian"
"2989","FEAST","102","3 AVENUE",10003,"American"
"2990","MARUZZELLA","1483","FIRST AVENUE",10075,"Italian"
"2991","BATARD","239","WEST BROADWAY",10013,"French"
"2992","MESSDECK CAFE (INTREPID MUSEUM)","1","INTREPID SQ",10036,"American"
"2993","SUTTON BAR ROOM","1074","1 AVENUE",10022,"American"
"2994","MARQUEE","289","10 AVENUE",10001,"American"
"2995","B SQUARED NYC","679","9 AVENUE",10036,"Italian"
"2996","ETHYL'S","1629","2ND AVE",10028,"American"
"2997","18 RESTAURANT","240","EAST   81 STREET",10028,"Jewish/Kosher"
"2998","GIGINO AT WAGNER PARK","20","BATTERY PLACE",10004,"Italian"
"2999","CHARLEY MOM KITCHEN","1580","YORK AVENUE",10028,"Chinese"
"3000","CAFETERIA","119","7 AVENUE",10011,"American"
"3001","ST JAMES GATE","441","AMSTERDAM AVENUE",10024,"American"
"3002","BOULTON & WATT","5","AVENUE A",10009,"American"
"3003","LILLI AND LOO","792","LEXINGTON AVENUE",10065,"Asian"
"3004","VIVI BUBBLE TEA","878","6TH AVE",10001,"Caf̩/Coffee/Tea"
"3005","CUCINA AND CO.","600","5 AVENUE",10020,"American"
"3006","PALM COURT","768","FIFTH AVE",10019,"American"
"3007","CHIPOTLE MEXICAN GRILL","28","W 40TH ST",10018,"Mexican"
"3008","BALTHAZAR RESTAURANT","80","SPRING STREET",10012,"French"
"3009","TIBERIAS","45","EAST   34 STREET",10016,"Jewish/Kosher"
"3010","BELLA BLU","967","LEXINGTON AVENUE",10021,"Italian"
"3011","JUICE PRESS","420","LEXINGTON AVE",10170,"Juice, Smoothies, Fruit Salads"
"3012","FIKA","824","10TH AVE",10019,"Continental"
"3013","GALLO NERO III","1","7TH AVE S",10014,"Italian"
"3014","OLIO E PIU","3","GREENWICH AVENUE",10014,"Italian"
"3015","TAO RESTAURANT","42","EAST   58 STREET",10022,"Asian"
"3016","VELLA","1480","2 AVENUE",10075,"Italian"
"3017","JUICE GENERATION","97","GREENWICH AVENUE",10014,"Juice, Smoothies, Fruit Salads"
"3018","BANH MI ZON","443","E 6TH ST",10009,"Asian"
"3019","CELLAR BAR - THE BRYANT PARK HOTEL","40","WEST   40 STREET",10018,"American"
"3020","BROOKLYNEER","220","WEST HOUSTON STREET",10014,"American"
"3021","THINK COFFEE","73","8 AVENUE",10014,"Caf̩/Coffee/Tea"
"3022","5 NAPKIN","1325","2ND AVE",10021,"American"
"3023","HOT N JUICY CRAWFISH","243","W 14TH ST",10011,"Seafood"
"3024","MACDOUGAL STREET ALEHOUSE","122","MACDOUGAL ST",10012,"American"
"3025","88 LAN ZHOU HANDMADE NOODLE & DUMPLING","40","BOWERY",10013,"Chinese"
"3026","MACE","649","EAST    9 STREET",10009,"American"
"3027","PAPASITO MEXICAN GRILL","223","DYCKMAN STREET",10034,"Mexican"
"3028","LUCKY CAT","232","E 53RD ST",10022,"Japanese"
"3029","LE COQ RICO","30","E 20TH ST",10003,"French"
"3030","CORBET & CONLEY CATERERS","145","E 17TH ST",10003,"American"
"3031","TIMMY'S BY THE RIVER","1737","YORK AVENUE",10128,"American"
"3032","PIZZA ITALIA","307","W 17TH ST",10011,"Pizza/Italian"
"3033","SUBWAY","595","WEST  207 STREET",10034,"Sandwiches"
"3034","HAPPY EXPRESS CAFE","4","ALLEN ST",10002,"Chinese"
"3035","ZADIE'S OYSTER ROOM","413","EAST 12 STREET",10009,"American"
"3036","KIWI CUBA","36","PECK SLIP",10038,"Australian"
"3037","NEW YORK COMEDY CLUB","241","E 24TH ST",10010,"American"
"3038","MORGENSTERN'S FINEST ICE CREAM","215","BOWERY",10002,"Ice Cream, Gelato, Yogurt, Ices"
"3039","BAREBURGER","153","8 AVENUE",10011,"American"
"3040","SIMIT SARAYI","435","5TH AVE",10016,"Turkish"
"3041","TRIBECA GRILL","375","GREENWICH STREET",10013,"American"
"3042","BAGEL WORKS","1229","FIRST AVENUE",10065,"Bagels/Pretzels"
"3043","POPEYES LOUISIANA KITCHEN","75","LEXINGTON AVENUE",10010,"Chicken"
"3044","T.G.I. FRIDAY'S","147","W 46TH ST",10036,"American"
"3045","HUNTER COLLEGE FACULTY DINING","695","PARK AVENUE",10065,"American"
"3046","EDDY'S EATS","379","PARK AVENUE SOUTH",10016,"American"
"3047","MILLENIUM HILTON","55","CHURCH STREET",10007,"American"
"3048","TRATTORIA PESCHE PASTA","262","BLEECKER ST BSMT &1/FL",10014,"Italian"
"3049","AMBASSADOR THEATRE","219","WEST   49 STREET",10019,"American"
"3050","TROPICAL SENSATION","953","AMSTERDAM AVENUE",10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3051","EL PITALLITO RESTAURANT","3854","BROADWAY",10032,"Spanish"
"3052","KASHMIR","478","9TH AVE",10018,"Middle Eastern"
"3053","KUMO SUSHI","165","WEST 72 STREET",10023,"Asian"
"3054","BISTRO LE STEAK","1309","3 AVENUE",10021,"French"
"3055","SABOR A MEXICO II","233","EAST   77 STREET",10075,"Mexican"
"3056","GOURMET 53","875","3RD AVE",10022,"American"
"3057","FUEL GRILL & JUICE BAR","133","E 45TH ST",10017,"Juice, Smoothies, Fruit Salads"
"3058","AD HOC COLLECTIVE","13","CHRISTOPHER ST",10014,"Caf̩/Coffee/Tea"
"3059","LITTLE CAESAR'S","377","W 125TH ST",10027,"Pizza"
"3060","GREENWICH STREET TAVERN","399","GREENWICH ST",10013,"American"
"3061","BAYARD'S ALEHOUSE","533","HUDSON STREET",10014,"American"
"3062","ANGELO'S PIZZA","1697","BROADWAY",10019,"Pizza"
"3063","CLASSIC PIZZA & RESTAURANT","1747","AMSTERDAM AVENUE",10031,"Pizza/Italian"
"3064","CAFE PANINO MUCHO GUSTO","551","HUDSON STREET",10014,"Caf̩/Coffee/Tea"
"3065","BOBA GUYS","11","WAVERLY PL",10003,"Caf̩/Coffee/Tea"
"3066","REFRESH CAFE","1515","BROADWAY",10036,"Caf̩/Coffee/Tea"
"3067","KATZ'S DELICATESSEN","205","EAST HOUSTON STREET",10002,"Delicatessen"
"3068","MCDONALD'S","1872","3RD AVE",10029,"American"
"3069","CERVO'S","43","CANAL ST",10002,"Portuguese"
"3070","YAMA JAPANESE RESTAURANT'","122","EAST   17 STREET",10003,"Japanese"
"3071","21 CLUB","21","WEST   52 STREET",10019,"American"
"3072","MARITZA CAKE","2153","AMSTERDAM AVENUE",10032,"Bakery"
"3073","MADE FRESH DAILY","226","FRONT ST",10038,"Caf̩/Coffee/Tea"
"3074","CAFE G","315","5 AVENUE",10016,"Caf̩/Coffee/Tea"
"3075","THE SKINNY","174","ORCHARD STREET",10002,"American"
"3076","IHOP","22902298","ADAM CLAYTON POWELL JR BOULEVARD",10030,"Pancakes/Waffles"
"3077","SKYLIGHT DINER","402","WEST   34 STREET",10001,"American"
"3078","HOLIDAY COCKTAIL LOUNGE","75","SAINT MARKS PL",10003,"American"
"3079","RESTIVO RISTORANTE","209","7 AVENUE",10011,"Italian"
"3080","FAMOUS SICHUAN","10","PELL ST",10013,"Chinese"
"3081","LA PRECIOSA CHINA RESTAURANT","163","EAST  116 STREET",10029,"Chinese"
"3082","STARBUCKS","665","BROADWAY",10012,"Caf̩/Coffee/Tea"
"3083","NYC FALAFEL CO.","201","ALLEN ST",10002,"Middle Eastern"
"3084","WOOPS! BAKESHOP","1143","2ND AVE",10065,"Bakery"
"3085","THAI PEPPERCORN","1750","1ST AVE",10128,"Thai"
"3086","JIMMYS AMERICAN GRILL & BAR","990","6 AVENUE",10018,"American"
"3087","CHIC-FIL-A, QUIZNOS SUBS, JW'S, TOSSED","511","UNIVERSITY PLACE",10003,"American"
"3088","NICKEL AND DINER","199","CENTRE ST",10013,"American"
"3089","THE AMBASSADOR GRILL AND LOUNGE","1","UNITED NATIONS PLAZA",10017,"American"
"3090","AYZA CAFE & WINE BAR","11","WEST   31 STREET",10001,"Mediterranean"
"3091","FISH BAR","237","EAST    5 STREET",10003,"American"
"3092","GOTHAM PIZZA","144","9 AVENUE",10011,"Pizza"
"3093","PANERA BREAD","330","5TH AVE",10001,"American"
"3094","FREDDIE & PEPPER'S PIZZA","303","AMSTERDAM AVENUE",10023,"Pizza"
"3095","HEWITT DINING HALL BARNARD COLLEGE CAFETERIA","607","WEST  116 STREET",10027,"American"
"3096","Kureiji","506","AMSTERDAM AVE",10024,"Hawaiian"
"3097","ONE STAR","147","W 24TH ST",10011,"American"
"3098","PRET A MANGER","205","EAST   42 STREET",10017,"Sandwiches"
"3099","123 NIKKO","1280","AMSTERDAM AVENUE",10027,"Asian"
"3100","BLOSSOM","187","9 AVENUE",10011,"American"
"3101","ICHIRO","1694","2ND AVE",10128,"Chinese/Japanese"
"3102","PAPA JOHN'S PIZZA NW HARLEM","1709","AMSTERDAM AVE",10031,"Pizza"
"3103","CHIPOTLE MEXICAN GRILL","1221","6 AVENUE",10020,"Mexican"
"3104","LITTLE PARK","85","W BROADWAY",10007,"American"
"3105","COOPER TOWN DINER","339","1 AVENUE",10003,"American"
"3106","TOMPKINS SQUARE BAGELS","184","2ND AVE",10003,"Bagels/Pretzels"
"3107","GEE WHIZ","295","GREENWICH STREET",10007,"American"
"3108","CAFE METRO","839","7 AVENUE",10019,"Caf̩/Coffee/Tea"
"3109","SFOGLIA RESTAURANT","135","EAST   92 STREET",10128,"Italian"
"3110","BONO TRATTORIA","3658","BROADWAY",10031,"Italian"
"3111","MAMI RESTAURANT","1830","AMSTERDAM AVE",10031,"Spanish"
"3112","BUBBY'S","120","HUDSON STREET",10013,"American"
"3113","ALI BABA'S TERRACE","862","2 AVENUE",10017,"Turkish"
"3114","MARK JOSEPH STEAKHOUSE","261","WATER STREET",10038,"Steak"
"3115","DOUBLE DOWN SALOON","14","AVENUE A",10009,"American"
"3116","GRANDMA PIZZA","2551","AMSTERDAM AVENUE",10033,"Pizza"
"3117","INSOMNIA COOKIES","237","E 53RD ST",10022,"American"
"3118","RAINBOW ROOM","30","ROCKEFELLER PLAZA",10111,"American"
"3119","CAFE MAGGIO","1750","YORK AVENUE",10128,"American"
"3120","HOU YI","97","2ND AVE",10003,"Asian"
"3121","BAR PRIMI","325","BOWERY",10003,"Italian"
"3122","SCORES","536","WEST 28 STREET",10001,"American"
"3123","DELICIAS MEXICANAS","2109","3 AVENUE",10029,"Mexican"
"3124","POKE CHAN","315","5TH AVE",10016,"Asian"
"3125","STARBUCKS","345","HUDSON STREET",10014,"Caf̩/Coffee/Tea"
"3126","MAHARAJA PALACE","2113","FREDERICK DOUGLASS BLVD",10026,"Indian"
"3127","PUFF CHA","457","W 50TH ST",10019,"Thai"
"3128","CAFE ANGELIQUE","6870","BLEECKER STREET",10012,"Caf̩/Coffee/Tea"
