"","License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"1376",1204911,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LA PALA LLC","","184 198 ALLEN ST","HOUSTON & STANTON","NEW YORK","NY","10002",863635,"06/18/2008","06/08/2016","05/31/2018",40.72273778,-73.98861831,"(40.72273778, -73.98861831)"
"1377",1205043,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOWERY RESTAURANT LLC","DBGB KITCHEN AND BAR","299 BOWERY","COR OF BOWERY & CHRYSTIE ST","NEW YORK","NY","10002",874183,"05/20/2009","05/01/2017","04/30/2019",40.72482502,-73.99217781,"(40.72482502, -73.99217781)"
"1378",1205046,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CAFFE VETRO INC","EPISTROPHY","200 MOTT ST","KENMARE & SPRING ST","NEW YORK","NY","10012",868425,"12/24/2008","12/01/2016","11/30/2018",40.72131994,-73.99549371,"(40.72131994, -73.99549371)"
"1379",1205057,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAMERCY THAI INC","LANTERN","311 2ND AVE","H & E 19TH STREETS","NEW YORK","NY","10003",859991,"06/16/2008","06/01/2016","05/31/2018",40.73488193,-73.98316554,"(40.73488193, -73.98316554)"
"1380",1205067,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","383 3RD AVENUE CORP","VAN DIEMENS","383 3RD AVENUE","EAST 27TH & EAST 28TH STREETS","NEW YORK","NY","10016",860817,"06/11/2008","06/01/2016","05/31/2018",40.7415287,-73.98108147,"(40.7415287, -73.98108147)"
"1381",1205129,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JPS VENTURES INC","ST JAMES GATE","441 AMSTERDAM AVE","COR AMSTERDAM AVE & 81ST ST","NEW YORK","NY","10024",864865,"09/09/2008","09/01/2016","08/31/2018",40.78445882,-73.97728705,"(40.78445882, -73.97728705)"
"1382",1205212,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CIRCLE NYC INC","ARENA/ PULSE KARAOKE/ CHANDELIER ROOM","130 W 42ND ST AKA 135 W 41ST S","","NEW YORK","NY","10036",863740,"07/03/2008","07/01/2016","06/30/2018",40.75554082,-73.98589806,"(40.75554082, -73.98589806)"
"1383",1205318,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","320 PARK AVE","50 & 51ST STREETS","NEW YORK","NY","10022",864269,"07/29/2008","07/07/2016","06/30/2018",40.75726684,-73.97414792,"(40.75726684, -73.97414792)"
"1384",1205328,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BISTRO 66 E LLC","LE CHAT NOIR","22 EAST 66TH ST","5TH AVENUE & MADISON AVENUES","NEW YORK","NY","10021",863613,"07/30/2008","07/01/2016","06/30/2018",40.76821606,-73.96896966,"(40.76821606, -73.96896966)"
"1385",1205364,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","STEVEN JAY LLC","PARLOR STEAKHOUSE","1600 1602 3RD AVENUE","","NEW YORK","NY","10128",868737,"12/29/2008","12/01/2016","11/30/2018",40.781368,-73.95217203,"(40.781368, -73.95217203)"
"1386",1205504,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","APOTHEKE LLC","APOTHEKE","9 DOYERS STREET","BOWERY & PELL STREETS","NEW YORK","NY","10013",864680,"08/29/2008","08/01/2016","07/31/2018",40.71406624,-73.99769842,"(40.71406624, -73.99769842)"
"1387",1205549,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ALEJANDRO & SONS RESTAURANT CORP","EL PARADOR CAFE","325 E 34TH STREET","BETWEEN 1ST & 2ND AVENUES","NEW YORK","NY","10016",860786,"06/25/2008","06/01/2016","05/31/2018",40.74435552,-73.97474026,"(40.74435552, -73.97474026)"
"1388",1205700,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TUAM NEW YORK INC","JAKE'S SALOON","202 9TH AVENUE","22ND & 23RD STREETS","NEW YORK","NY","10011",867358,"10/21/2008","10/05/2016","09/30/2018",40.74606297,-74.00154415,"(40.74606297, -74.00154415)"
"1389",1205722,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WAY OUT WEST LLC","THE RUSTY KNOT","374 W 11TH STREET","WASHINGTON ST & WEST ST","NEW YORK","NY","10014",868144,"10/22/2008","11/01/2016","09/30/2018",40.73533133,-74.00920413,"(40.73533133, -74.00920413)"
"1390",1205727,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PALM NY DOWNTOWN LLC","","200 CHAMBERS ST AKA 206 W ST","","NEW YORK","NY","10007",866294,"11/17/2008","11/01/2016","10/31/2018",40.71667051,-74.01191359,"(40.71667051, -74.01191359)"
"1391",1205791,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THOMPSON REST INC","DON GIOVANNI","358 W 44TH ST","7TH & 8TH AVES","NEW YORK","NY","10036",863867,"07/09/2008","07/01/2016","06/30/2018",40.75917979,-73.9905279,"(40.75917979, -73.9905279)"
"1392",1205823,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOWERY TIME LLC AND AGUILA & SOL LLC AS MANAGER","HECHO EN DUMBO/KING CROSS","354 356 BOWERY","3RD & 4TH STREETS","NEW YORK","NY","10012",869437,"01/06/2009","01/01/2017","12/31/2018",40.72676938,-73.99179491,"(40.72676938, -73.99179491)"
"1393",1205869,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","C & V 77 ENTERPRISES LLC","GREEN KITCHEN","1475 77 1ST AVENUE","E 76TH ST & E 77TH ST","NEW YORK","NY","10021",863690,"07/22/2008","07/01/2016","06/30/2018",40.72564931,-73.98678408,"(40.72564931, -73.98678408)"
"1394",1205912,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PIO RESTAURANT LLC","LUNA PIENA","243 EAST 53RD ST","2ND & 3RD AVENUES","NEW YORK","NY","10022",866755,"10/29/2008","10/01/2016","09/30/2018",40.7573306,-73.96838333,"(40.7573306, -73.96838333)"
"1395",1205934,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","82ND STREET CAFE INC","DYLAN MURPHY'S","1453 57 3RD AVE","82ND & 83RD","NEW YORK","NY","10028",864654,"08/14/2008","08/01/2016","07/31/2018",40.73112857,-73.98866532,"(40.73112857, -73.98866532)"
"1396",1205937,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THE 55 JAZZ SPACE INC","55 BAR","55 CHRISTOPHER STREET","7TH AVENUE & WAVERLY PLACE","NEW YORK","NY","10014",858579,"04/16/2008","04/01/2016","03/31/2018",40.73375833,-74.00216024,"(40.73375833, -74.00216024)"
"1397",1206018,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","268 W BROADWAY LLC","AOA BAR AND GRILL","6 YORK ST","YORK & W BROADWAY","NEW YORK","NY","10013",880405,"11/14/2008","01/01/2018","12/31/2019",40.72107663,-74.00578531,"(40.72107663, -74.00578531)"
"1398",1206287,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CANAS RESTAURANT INC","YERBA BUENA","23 AVENUE A","1ST AND 2ND AVE","NEW YORK","NY","10009",860643,"07/22/2008","07/01/2016","06/30/2018",40.72283596,-73.98592708,"(40.72283596, -73.98592708)"
"1399",1206479,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RED ONE PLAZA LLC","LUCY'S CANTINA ROYAL","1 PENN PLAZA (NW)","33RD & 34TH STREETS & 8TH AVE","NEW YORK","NY","10119",881808,"10/23/2009","10/01/2017","09/30/2019",40.74953221,-73.99159906,"(40.74953221, -73.99159906)"
"1400",1206817,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","212 LAFAYETTE ASSOCIATES LLC","CAFE SELECT","212 LAFAYETTE STREET","B/N KENMARE & SPRING STREETS","NEW YORK","NY","10012",868176,"12/03/2008","12/01/2016","11/30/2018",40.72174489,-73.9976799,"(40.72174489, -73.9976799)"
"1401",1206901,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","520 HAPPY TIMES INC","HOUNDS TOOTH PUB","520 8TH AVENUE","SE CORNER OF 8TH AVENUE","NEW YORK","NY","10018",865504,"09/08/2008","09/01/2016","08/31/2018",40.7534447,-73.99246098,"(40.7534447, -73.99246098)"
"1402",1206956,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","203 E 45TH RESTAURANT INC","THE PERFECT PINT","203 E 45TH STREET","3RD AVE & LEXINGTON AVE","NEW YORK","NY","10017",868535,"12/16/2008","12/01/2016","11/30/2018",40.75268454,-73.97287939,"(40.75268454, -73.97287939)"
"1403",1206958,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MDDCAR CORP","CHIMICHURRI","401 W 43RD ST","AKA 607 609 9TH AVE","NEW YORK","NY","10036",869743,"01/15/2009","01/10/2017","12/31/2018",40.75913844,-73.9922217,"(40.75913844, -73.9922217)"
"1404",1207067,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SPAHA LOUNGE INC","","1634 LEXINGTON AVENUE  STORE D","103RD & 104TH STREETS","NEW YORK","NY","10029",868381,"12/09/2008","12/01/2016","11/30/2018",40.7903605,-73.94774624,"(40.7903605, -73.94774624)"
"1405",1210421,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","118 REST ON NASSAU INC","NASSAU BAR & GRILL","118 NASSAU ST","","NEW YORK","NY","10038",868160,"12/12/2008","12/01/2016","11/30/2018",40.71084929,-74.00689915,"(40.71084929, -74.00689915)"
"1406",1207393,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THE ELEMENT RESTAURANT GROUP INC","","854 W 181ST STREET","CABRINI BLVD","NEW YORK","NY","10033",874805,"09/18/2008","06/01/2017","05/31/2019",40.85126604,-73.94009674,"(40.85126604, -73.94009674)"
"1407",1207395,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FORGE RESTAURANT LLC","MARC FORGIONE","134 READE STREET","HUDSON & GREENWICH STREETS","NEW YORK","NY","10013",869027,"01/06/2009","01/01/2017","12/31/2018",40.7163429,-74.00940072,"(40.7163429, -74.00940072)"
"1408",1207522,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MN BUSINESS GROUP INC","","76 80 116TH STREET","PARK & MADISON AVENUES","NEW YORK","NY","10029",863667,"08/15/2008","08/01/2016","07/31/2018",40.79961156,-73.9441166,"(40.79961156, -73.9441166)"
"1409",1207707,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ALLORA 2 SPA INC","ZINC","82 W 3RD STREET BASEMENT","THOMPSON ST & SULLIVAN ST","NEW YORK","NY","10012",866681,"10/07/2008","10/01/2016","09/30/2018",40.72972057,-73.9987995,"(40.72972057, -73.9987995)"
"1410",1207765,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WILFIE & NELL LLC","","228 W 4TH STREET","7TH AVE & W 10TH","NEW YORK","NY","10014",866805,"10/20/2008","10/01/2016","09/30/2018",40.73404186,-74.0029765,"(40.73404186, -74.0029765)"
"1411",1207957,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","780 REST ASSOCIATES CORP","TIVO PIZZA & BAR","780 3RD AVENUE","","NEW YORK","NY","10017",868382,"12/04/2008","12/01/2016","11/30/2018",40.75471194,-73.97164179,"(40.75471194, -73.97164179)"
"1412",1208005,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DYLAN'S CANDYBAR LLC","","1011 3RD AVENUE","60TH ST & 61ST STREETS","NEW YORK","NY","10021",864781,"08/06/2008","08/01/2016","07/31/2018",40.7621647,-73.96604334,"(40.7621647, -73.96604334)"
"1413",1208152,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CORMAR INCORPORATED","SOPHIE'S","507 E 5TH ST","AVENUE A & AVENUE B","NEW YORK","NY","10009",872759,"04/01/2009","04/01/2017","03/31/2019",40.72480838,-73.98414424,"(40.72480838, -73.98414424)"
"1414",1208308,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RESTAURANT 101 INC","","101 DYCKMAN ST AKA 101B DYCKM","NAGLE & POST AVENUE","NEW YORK","NY","10040",860712,"06/24/2008","06/01/2016","05/31/2018",40.86169933,-73.92474337,"(40.86169933, -73.92474337)"
"1415",1208415,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","401 W 50 TAVERN INC","HIBERNIA","401 W 50TH STREET","","NEW YORK","NY","10019",870236,"02/09/2009","02/01/2017","01/31/2019",40.76353721,-73.9889057,"(40.76353721, -73.9889057)"
"1416",1208637,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ARYAN BAKE SHOP INC","NANKING BAR RESTAURANT","1634B BROADWAY","50TH & 51ST","NEW YORK","NY","10019",863571,"06/18/2008","06/06/2016","05/31/2018",40.76149716,-73.98391861,"(40.76149716, -73.98391861)"
"1417",1208918,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PORTUGA RESTAURANT GROUP LLC","ALDEA","31 W 17TH STREET","FIFTH & SIXTH AVENUES","NEW YORK","NY","10011",873108,"04/14/2009","04/01/2017","03/31/2019",40.73839799,-73.99320026,"(40.73839799, -73.99320026)"
"1418",1209258,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BETA CLINTON CORP","DONNYBROOK","37 39 CLINTON STREET","COR OFSTANTON & CLINTON STS","NEW YORK","NY","10002",868994,"12/03/2008","12/02/2016","11/30/2018",40.72017747,-73.98457081,"(40.72017747, -73.98457081)"
"1419",1209302,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SJG FOODS LLC","BENARES","240 W 56TH ST","7TH & 8TH AVENUES","NEW YORK","NY","10019",868975,"01/09/2009","01/01/2017","12/31/2018",40.76564416,-73.98257325,"(40.76564416, -73.98257325)"
"1420",1209592,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","733 RESTAURANT CORP","GOSSIP","733 9TH AVENUE","49TH ST & 50TH STREET","NEW YORK","NY","10019",868520,"12/05/2008","12/01/2016","11/30/2018",40.76329666,-73.98915296,"(40.76329666, -73.98915296)"
"1421",1209613,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AMBER AVALON CORP, THE","HOTEL CHANTELLE","92 LUDLOW STREET","DELANCEY ST & BROOME STREET","NEW YORK","NY","10002",865352,"10/13/2010","10/01/2016","09/30/2018",40.71840719,-73.9891229,"(40.71840719, -73.9891229)"
"1422",1209636,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","220 ASSOCIATES INC","THE ROOST","222 AVENUE B","13TH AND 14TH STREETS","NEW YORK","NY","10009",875915,"12/19/2008","07/01/2017","06/30/2019",40.72883858,-73.97854338,"(40.72883858, -73.97854338)"
"1423",1209785,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","UNDER CHELSEA LLC","THE RAINES LAW ROOM","48 W 17TH STREET","","NEW YORK","NY","10011",869645,"01/06/2009","01/05/2017","12/31/2018",40.73851898,-73.99379579,"(40.73851898, -73.99379579)"
"1424",1210039,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GREENSTICK CORP","LEGENDS","10 W 33RD ST STORE 1","FIFTH & BROADWAY","NEW YORK","NY","10001",864789,"09/17/2008","09/01/2016","08/31/2018",40.74785685,-73.9853948,"(40.74785685, -73.9853948)"
"1425",1210429,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PHILLIPOS RESTAURANT INC","BARKING DOG LUNCHEONETTE","1678 3RD AVE A/K/A 183 E 94 ST","","NEW YORK","NY","10128",871005,"02/03/2009","02/01/2017","01/31/2019",40.78392628,-73.95033356,"(40.78392628, -73.95033356)"
"1426",1210668,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JJD GROUP LLC","DREXLER'S","9 AVE A","HOUSTON & 1ST AVE","NEW YORK","NY","10009",871285,"03/17/2009","03/01/2017","02/28/2019",40.7225042,-73.98617604,"(40.7225042, -73.98617604)"
"1427",1210705,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOQUERIA SOHO LLC","BOQUERIA","171 SPRING STREET","THOMPSON & W BROADWAY","NEW YORK","NY","10012",865629,"10/30/2008","10/01/2016","09/30/2018",40.72472223,-74.00217531,"(40.72472223, -74.00217531)"
"1428",1210735,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","79 RESTAURANT GROUP INC","WHISKEY TAVERN","79 BAXTER ST","CANAL & WHITE ST","NEW YORK","NY","10013",869097,"01/08/2009","01/01/2017","12/31/2018",40.71678354,-73.99969529,"(40.71678354, -73.99969529)"
"1429",1210804,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RED ONE STEAK LLC","LUGO CAFFE","1 PENN PLAZA","33RD ST & 34TH ST","NEW YORK","NY","10119",866970,"10/07/2008","10/01/2016","09/30/2018",40.74953221,-73.99159906,"(40.74953221, -73.99159906)"
"1430",1210908,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VINO FIVE GROUP LLC","VINO 313","201 E 31ST ST","BTW 2ND & 3RD AVE","NEW YORK","NY","10016",868240,"11/25/2008","11/03/2016","10/31/2018",40.74382895,-73.97940379,"(40.74382895, -73.97940379)"
"1431",1210949,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JUST LORRAINE'S PLACE LLC","JUST LORRAINE'S PLACE","2247 ADAM CLAYTON POWELL BLVD","BTW 132ND & 133RD ST","NEW YORK","NY","10027",878512,"10/16/2009","08/18/2017","07/31/2019",NA,NA,""
"1432",1210975,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DAIMYO GROUP LLC","MOMOFUKU SSAM BAR","207 2ND AVENUE","12 & 13 STREETS","NEW YORK","NY","10003",866861,"10/08/2008","10/01/2016","09/30/2018",40.73155062,-73.98561139,"(40.73155062, -73.98561139)"
"1433",1210976,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CITY WINERY NEW YORK LLC","CITY WINERY","143 VARICK ST","SPRING & VANDAM","NEW YORK","NY","10013",868697,"12/24/2008","12/01/2016","11/30/2018",40.72592994,-74.00579236,"(40.72592994, -74.00579236)"
"1434",1211018,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WOLFGANG PUCK CATERING AND EVENTS LLC","BLENDER THEATER AT GRAMMERCY","127 129 E 23RD STREET","22ND ST & 24TH STREET","NEW YORK","NY","10010",868749,"01/16/2009","01/01/2017","12/31/2018",40.73971198,-73.98508609,"(40.73971198, -73.98508609)"
"1435",1211025,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","135 WEST B FOOD & DRINK LLC","TINY'S AND THE BAR UPSTAIRS","135 W BROADWAY","THOMAS & DUANE STREETS","NEW YORK","NY","10013",875145,"07/22/2009","07/01/2017","06/30/2019",40.71672311,-74.00816926,"(40.71672311, -74.00816926)"
"1436",1211026,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WOLFGANG PUCK CATERING AND EVENTS LLC","IRVING PLAZA","17 IRVING PLACE","15TH ST & 16TH ST","NEW YORK","NY","10003",869044,"01/16/2009","01/01/2017","12/31/2018",40.73474127,-73.98825609,"(40.73474127, -73.98825609)"
"1437",1211217,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RADIO STAR LLC","RADIO STAR","3 W 35TH STREET","45TH & 6TH AVENUES","NEW YORK","NY","10018",869798,"02/20/2009","02/01/2017","01/31/2019",NA,NA,""
"1438",1211362,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PUAR LLC","ENTWINE","765 WASHINGTON ST","","NEW YORK","NY","10014",883534,"03/10/2009","02/01/2018","01/31/2020",40.7373716,-74.00813645,"(40.7373716, -74.00813645)"
"1439",1211364,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","OSTERIA CASANO LLC","","30 WEST STREET","SOUTH STORE","NEW YORK","NY","10004",867731,"11/20/2008","11/01/2016","10/31/2018",40.7058256,-74.01705748,"(40.7058256, -74.01705748)"
"1440",1211573,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CEATHAL TAVERN LTD","O'REILLY'S BAR & KITCHEN","21 W 35TH ST","","NEW YORK","NY","10001",871728,"03/11/2009","03/01/2017","02/28/2019",40.74948832,-73.98481006,"(40.74948832, -73.98481006)"
"1441",1211855,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MAMMA RISTORANTE CORP","GUANTANAMERA","939 945 8TH AVENUE","W 55TH & 2 56TH ST","NEW YORK","NY","10019",868999,"12/30/2008","12/02/2016","11/30/2018",40.76597167,-73.98348388,"(40.76597167, -73.98348388)"
"1442",1211956,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EL PASO DELI RESTAURANT CORP","EL PASO DELI RESTAURANT","64 E 97TH ST","MADISON & PARK AVE","NEW YORK","NY","10029",874046,"05/21/2009","05/01/2017","04/30/2019",40.78766696,-73.95327711,"(40.78766696, -73.95327711)"
"1443",1212003,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RATTLE N HUM INC","RATTLE N HUM","14 16 E 33RD STREET","5TH & MADISON AVENUES","NEW YORK","NY","10016",860326,"06/25/2010","06/01/2016","05/31/2018",40.74741158,-73.98432872,"(40.74741158, -73.98432872)"
"1444",1212159,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT","MANAGEMENT CORP, DBA: LONGACRE THEATRE","220 W 48TH ST","8TH & BROADWAY AVE","NEW YORK","NY","10036",865588,"09/18/2008","09/01/2016","08/31/2018",40.76027027,-73.98532516,"(40.76027027, -73.98532516)"
"1445",1212208,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ELEVATED ENTERTAINMENT RESTAURANTS LLC","NAPOLEON'S PIZZA/THE STAG'S HEAD CORNERSTONE TAVER","961 2ND AVENUE AKA 252 E 51ST","","NEW YORK","NY","10022",869522,"01/21/2009","01/01/2017","12/31/2018",40.75550437,-73.96814398,"(40.75550437, -73.96814398)"
"1446",1213215,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","125 E 23RD ST","LEXINGTON & PARK AVENUES","NEW YORK","NY","10010",868867,"12/03/2008","12/01/2016","11/30/2018",40.73973188,-73.98513414,"(40.73973188, -73.98513414)"
"1447",1213254,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","274 MADISON AVE","39TH & 40TH","NEW YORK","NY","10016",868868,"12/16/2008","12/01/2016","11/30/2018",40.75128913,-73.98052165,"(40.75128913, -73.98052165)"
"1448",1213389,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","INAKAYA NEW YORK LLC","ROPPONGI INAKAYA","620 8TH AVENUE","39TH & 41STS (PREM ON 40TH ST)","NEW YORK","NY","10018",868436,"01/15/2009","01/01/2017","12/31/2018",40.75591788,-73.9906421,"(40.75591788, -73.9906421)"
"1449",1213427,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RUMBA CORP","FAVELA CUBANA","543 LA GUARDIA PL STORE ON GRO","BLEECKER ST & WEST 3RD ST","NEW YORK","NY","10012",868581,"01/15/2009","01/01/2017","12/31/2018",40.72857137,-73.99843529,"(40.72857137, -73.99843529)"
"1450",1213443,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SUSHI VIDA INC","MAMA SUSHI","237 DYCKMAN ST","SEAMAN & BROADWAY","NEW YORK","NY","10034",872879,"04/01/2009","04/01/2017","03/31/2019",40.86614946,-73.92789641,"(40.86614946, -73.92789641)"
"1451",1213448,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CGM EMP LLC","ED'S CHOWDERHOUSE","1889 BROADWAY AKA 44 W 63RD ST","CORNER 63RD STREET","NEW YORK","NY","10023",867286,"10/17/2008","10/04/2016","09/30/2018",40.77097188,-73.98232716,"(40.77097188, -73.98232716)"
"1452",1213450,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CORTON LLC","BATARD","239 W BROADWAY","WHITE STREET & WEST BROADWAY","NEW YORK","NY","10013",874986,"06/12/2009","06/01/2017","05/31/2019",40.71964162,-74.00587067,"(40.71964162, -74.00587067)"
"1453",1213586,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MINETTA LANE LLC","MINETTA TAVERN","111 113 MAC DOUGAL STREET","","NEW YORK","NY","10012",874312,"06/11/2009","06/01/2017","05/31/2019",40.72994872,-74.00060211,"(40.72994872, -74.00060211)"
"1454",1213912,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CAREGAN RESTAURANTS INC","GLASS HOUSE TAVERN","252 W 47TH STREET","BROADWAY & 8TH AVENUE","NEW YORK","NY","10036",874768,"06/03/2009","06/01/2017","05/31/2019",40.75987604,-73.98635671,"(40.75987604, -73.98635671)"
"1455",1214151,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PAAM GROUP INC","NIRVANA","346 LEXINGTON AVENUE","","NEW YORK","NY","10016",869135,"01/09/2009","01/01/2017","12/31/2018",40.75001296,-73.97714395,"(40.75001296, -73.97714395)"
"1456",1214470,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","KLB FOODS INC","ANDAZ","1378 1ST AVE","73RD ST & 74TH ST","NEW YORK","NY","10021",874624,"05/05/2009","05/03/2017","04/30/2019",40.76874369,-73.95520885,"(40.76874369, -73.95520885)"
"1457",1214494,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","43 WEST 24TH ST REST LLC & MODERN MEXICAN","RESTAURANTS INC AS MANAGER DBA:NUELA","43 W 24TH ST","","NEW YORK","NY","10010",864027,"07/28/2010","07/01/2016","06/30/2018",40.74288483,-73.99056044,"(40.74288483, -73.99056044)"
"1458",1214554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","37B WEST 26TH STREET LLC","HOG PIT","37B WEST 26TH STREET","","NEW YORK","NY","10010",868272,"01/06/2009","01/01/2017","12/31/2018",40.74414996,-73.98972494,"(40.74414996, -73.98972494)"
"1459",1214597,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VERMILION NYC LLC","","480 LEXINGTON AVE AKA245 PK AV","","NEW YORK","NY","10017",875870,"07/13/2009","07/01/2017","06/30/2019",40.75403089,-73.97424009,"(40.75403089, -73.97424009)"
